yr,sex,FirstForename,number,rank,position
1979,B,Nicholas,122,60,"   60="
1979,B,Donald,119,63,"   63"
1979,B,Philip,118,64,"   64"
1979,B,Alastair,107,65,"   65"
1979,B,Adam,105,66,"   66="
1979,B,Jason,105,66,"   66="
1979,B,Euan,103,68,"   68"
1979,B,Russell,91,69,"   69="
1979,B,Sean,91,69,"   69="
1979,B,Malcolm,87,71,"   71="
1979,B,Patrick,87,71,"   71="
1979,B,Raymond,87,71,"   71="
1979,B,Alasdair,85,74,"   74"
1979,B,Liam,84,75,"   75"
1979,B,Greig,80,76,"   76"
1979,B,Gregor,73,77,"   77="
1979,B,Ronald,73,77,"   77="
1979,B,Greg,72,79,"   79"
1979,B,Shaun,70,80,"   80"
1979,B,Wayne,67,81,"   81"
1979,B,Bruce,65,82,"   82"
1979,B,Marc,63,83,"   83="
1979,B,Robin,63,83,"   83="
1979,B,Cameron,62,85,"   85"
1979,B,Francis,60,86,"   86"
1979,B,Angus,58,87,"   87="
1979,B,Gerard,58,87,"   87="
1979,B,Kris,58,87,"   87="
1979,B,Calum,57,90,"   90"
1979,B,Benjamin,54,91,"   91="
1979,B,Rory,54,91,"   91="
1979,B,Dean,51,93,"   93"
1979,B,Timothy,48,94,"   94"
1979,B,Samuel,47,95,"   95"
1979,B,Niall,45,96,"   96"
1979,B,Hugh,43,97,"   97="
1979,B,Lewis,43,97,"   97="
1979,B,Murray,42,99,"   99"
1979,B,Justin,38,100,"  100="
1979,B,Roderick,38,100,"  100="
1980,B,David,1988,1,"    1"
1980,B,John,1478,2,"    2"
1980,B,Andrew,1293,3,"    3"
1980,B,James,1194,4,"    4"
1980,B,Christopher,1071,5,"    5"
1980,B,Paul,1045,6,"    6"
1980,B,Steven,954,7,"    7"
1980,B,Kevin,825,8,"    8"
1980,B,Robert,813,9,"    9="
1980,B,Scott,813,9,"    9="
1980,B,Craig,805,11,"   11"
1980,B,Michael,775,12,"   12"
1980,B,Mark,738,13,"   13"
1980,B,Stuart,700,14,"   14"
1980,B,Stephen,693,15,"   15"
1980,B,Alan,664,16,"   16"
1980,B,William,601,17,"   17"
1980,B,Gary,559,18,"   18"
1980,B,Ross,545,19,"   19"
1980,B,Colin,542,20,"   20"
1980,B,Brian,479,21,"   21"
1980,B,Barry,471,22,"   22"
1980,B,Richard,464,23,"   23"
1980,B,Martin,458,24,"   24"
1980,B,Thomas,450,25,"   25"
1980,B,Neil,425,26,"   26"
1980,B,Peter,394,27,"   27"
1980,B,Iain,374,28,"   28"
1980,B,Graeme,368,29,"   29"
1980,B,Ian,361,30,"   30"
1980,B,Gordon,359,31,"   31"
1980,B,Alexander,351,32,"   32"
1980,B,Ryan,336,33,"   33"
1980,B,Derek,335,34,"   34"
1980,B,Kenneth,319,35,"   35"
1980,B,Allan,286,36,"   36"
1980,B,Jamie,279,37,"   37"
1980,B,Graham,277,38,"   38"
1980,B,Gavin,271,39,"   39"
1980,B,Darren,270,40,"   40"
1980,B,Stewart,231,41,"   41"
1980,B,Gareth,222,42,"   42"
1980,B,Jonathan,214,43,"   43"
1980,B,Daniel,207,44,"   44"
1980,B,Douglas,203,45,"   45"
1980,B,Grant,199,46,"   46"
1980,B,Lee,196,47,"   47"
1980,B,George,189,48,"   48"
1980,B,Joseph,176,49,"   49"
1980,B,Simon,172,50,"   50"
1980,B,Matthew,170,51,"   51"
1980,B,Keith,166,52,"   52"
1980,B,Anthony,163,53,"   53"
1980,B,Fraser,159,54,"   54"
1980,B,Garry,152,55,"   55"
1980,B,Alistair,142,56,"   56"
1980,B,Bryan,133,57,"   57"
1980,B,Philip,128,58,"   58"
1980,B,Adam,125,59,"   59"
1980,B,Sean,124,60,"   60"
1980,B,Duncan,119,61,"   61"
1980,B,Edward,113,62,"   62"
1980,B,Charles,109,63,"   63"
1980,B,Ewan,108,64,"   64"
1980,B,Russell,105,65,"   65"
1980,B,Donald,104,66,"   66"
1980,B,Patrick,103,67,"   67"
1980,B,Alastair,101,68,"   68="
1980,B,Euan,101,68,"   68="
1980,B,Jason,99,70,"   70="
1980,B,Nicholas,99,70,"   70="
1980,B,Marc,96,72,"   72"
1980,B,Raymond,95,73,"   73"
1980,B,Malcolm,88,74,"   74"
1980,B,Greig,87,75,"   75"
1980,B,Alasdair,85,76,"   76"
1980,B,Greg,80,77,"   77="
1980,B,Liam,80,77,"   77="
1980,B,Shaun,75,79,"   79"
1980,B,Francis,69,80,"   80"
1980,B,Ronald,65,81,"   81"
1980,B,Benjamin,60,82,"   82="
1980,B,Cameron,60,82,"   82="
1980,B,Dean,60,82,"   82="
1980,B,Niall,57,85,"   85"
1980,B,Gerard,56,86,"   86"
1980,B,Murray,54,87,"   87="
1980,B,Robin,54,87,"   87="
1980,B,Timothy,54,87,"   87="
1980,B,Bruce,53,90,"   90="
1980,B,Hugh,53,90,"   90="
1980,B,Calum,52,92,"   92"
1980,B,Kris,51,93,"   93="
1980,B,Wayne,51,93,"   93="
1980,B,Roderick,50,95,"   95="
1980,B,Samuel,50,95,"   95="
1980,B,Martyn,45,97,"   97"
1980,B,Angus,43,98,"   98="
1980,B,Gregor,43,98,"   98="
1980,B,Jon,40,100,"  100="
1980,B,Rory,40,100,"  100="
1981,B,David,1965,1,"    1"
1981,B,John,1422,2,"    2"
1981,B,Andrew,1289,3,"    3"
1981,B,Christopher,1143,4,"    4"
1981,B,James,1105,5,"    5"
1981,B,Paul,1039,6,"    6"
1981,B,Steven,920,7,"    7"
1981,B,Craig,887,8,"    8"
1981,B,Michael,853,9,"    9"
1981,B,Scott,843,10,"   10"
1981,B,Kevin,790,11,"   11"
1981,B,Robert,786,12,"   12"
1981,B,Mark,775,13,"   13"
1981,B,Stuart,681,14,"   14"
1981,B,Stephen,618,15,"   15"
1981,B,Gary,617,16,"   16"
1981,B,Alan,604,17,"   17"
1981,B,William,586,18,"   18"
1981,B,Ross,557,19,"   19"
1981,B,Colin,519,20,"   20"
1981,B,Martin,509,21,"   21"
1981,B,Thomas,472,22,"   22"
1981,B,Barry,455,23,"   23"
1981,B,Brian,431,24,"   24"
1981,B,Neil,427,25,"   25"
1981,B,Richard,422,26,"   26"
1981,B,Graeme,417,27,"   27"
1981,B,Peter,379,28,"   28"
1981,B,Iain,368,29,"   29"
1981,B,Gordon,359,30,"   30"
1981,B,Ian,345,31,"   31"
1981,B,Alexander,301,32,"   32"
1981,B,Darren,300,33,"   33"
1981,B,Derek,299,34,"   34"
1981,B,Graham,294,35,"   35="
1981,B,Ryan,294,35,"   35="
1981,B,Jamie,287,37,"   37"
1981,B,Kenneth,286,38,"   38"
1981,B,Allan,285,39,"   39"
1981,B,Gavin,244,40,"   40"
1981,B,Jonathan,241,41,"   41"
1981,B,Daniel,235,42,"   42"
1981,B,George,215,43,"   43"
1981,B,Douglas,195,44,"   44"
1981,B,Stewart,191,45,"   45"
1981,B,Matthew,189,46,"   46"
1981,B,Anthony,177,47,"   47="
1981,B,Keith,177,47,"   47="
1981,B,Grant,176,49,"   49"
