yr,sex,FirstForename,number,rank,position
1977,G,Mary,171,47,"   47="
1977,G,Helen,169,49,"   49"
1977,G,Anne,168,50,"   50"
1977,G,Wendy,163,51,"   51"
1977,G,Lee,162,52,"   52"
1977,G,Pamela,153,53,"   53"
1977,G,Jill,149,54,"   54"
1977,G,Lindsay,139,55,"   55"
1977,G,Clare,138,56,"   56"
1977,G,Christine,132,57,"   57="
1977,G,Diane,132,57,"   57="
1977,G,Leigh,129,59,"   59="
1977,G,Samantha,129,59,"   59="
1977,G,Shona,126,61,"   61"
1977,G,Joanna,125,62,"   62="
1977,G,Ruth,125,62,"   62="
1977,G,Debbie,123,64,"   64"
1977,G,Gail,122,65,"   65"
1977,G,Marie,120,66,"   66"
1977,G,Andrea,114,67,"   67"
1977,G,Paula,113,68,"   68"
1977,G,Kathleen,112,69,"   69"
1977,G,Catriona,108,70,"   70"
1977,G,Katrina,107,71,"   71"
1977,G,Denise,105,72,"   72"
1977,G,Melanie,100,73,"   73"
1977,G,Ann,99,74,"   74"
1977,G,Sandra,97,75,"   75"
1977,G,Gayle,96,76,"   76="
1977,G,Hazel,96,76,"   76="
1977,G,Jillian,96,76,"   76="
1977,G,Stephanie,95,79,"   79"
1977,G,Rachel,89,80,"   80"
1977,G,Kim,85,81,"   81="
1977,G,Natalie,85,81,"   81="
1977,G,Katherine,83,83,"   83="
1977,G,Patricia,83,83,"   83="
1977,G,Leanne,81,85,"   85"
1977,G,Cheryl,79,86,"   86"
1977,G,Mhairi,72,87,"   87"
1977,G,Morag,70,88,"   88"
1977,G,Arlene,69,89,"   89"
1977,G,Zoe,68,90,"   90"
1977,G,Kathryn,67,91,"   91"
1977,G,Aileen,64,92,"   92="
1977,G,Ashley,64,92,"   92="
1977,G,Judith,64,92,"   92="
1977,G,Anna,61,95,"   95="
1977,G,Frances,61,95,"   95="
1977,G,Janet,61,95,"   95="
1977,G,Lucy,61,95,"   95="
1977,G,Vicky,60,99,"   99"
1977,G,Christina,59,100,"  100="
1977,G,Kirsten,59,100,"  100="
1977,G,Rebecca,59,100,"  100="
1978,G,Nicola,797,1,"    1"
1978,G,Claire,722,2,"    2"
1978,G,Laura,707,3,"    3"
1978,G,Karen,629,4,"    4"
1978,G,Michelle,585,5,"    5"
1978,G,Louise,575,6,"    6"
1978,G,Jennifer,566,7,"    7"
1978,G,Fiona,564,8,"    8="
1978,G,Lisa,564,8,"    8="
1978,G,Gillian,548,10,"   10"
1978,G,Angela,543,11,"   11"
1978,G,Julie,502,12,"   12"
1978,G,Susan,494,13,"   13"
1978,G,Sarah,466,14,"   14"
1978,G,Kelly,459,15,"   15"
1978,G,Donna,424,16,"   16"
1978,G,Sharon,422,17,"   17"
1978,G,Emma,414,18,"   18"
1978,G,Caroline,382,19,"   19"
1978,G,Alison,355,20,"   20"
1978,G,Joanne,354,21,"   21"
1978,G,Tracy,343,22,"   22"
1978,G,Kirsty,337,23,"   23"
1978,G,Lynne,332,24,"   24"
1978,G,Amanda,318,25,"   25"
1978,G,Elaine,298,26,"   26"
1978,G,Jacqueline,287,27,"   27"
1978,G,Lesley,285,28,"   28"
1978,G,Kerry,279,29,"   29"
1978,G,Elizabeth,278,30,"   30"
1978,G,Lynn,267,31,"   31"
1978,G,Margaret,237,32,"   32"
1978,G,Deborah,235,33,"   33"
1978,G,Catherine,226,34,"   34"
1978,G,Heather,222,35,"   35"
1978,G,Lorna,219,36,"   36"
1978,G,Yvonne,214,37,"   37"
1978,G,Carol,212,38,"   38="
1978,G,Lorraine,212,38,"   38="
1978,G,Suzanne,211,40,"   40"
1978,G,Lynsey,204,41,"   41="
1978,G,Victoria,204,41,"   41="
1978,G,Helen,193,43,"   43"
1978,G,Linda,184,44,"   44="
1978,G,Pauline,184,44,"   44="
1978,G,Dawn,178,46,"   46"
1978,G,Anne,165,47,"   47"
1978,G,Jane,164,48,"   48"
1978,G,Tracey,163,49,"   49"
1978,G,Clare,153,50,"   50="
1978,G,Mary,153,50,"   50="
1978,G,Diane,147,52,"   52"
1978,G,Jill,143,53,"   53"
1978,G,Denise,142,54,"   54="
1978,G,Lee,142,54,"   54="
1978,G,Leanne,141,56,"   56"
1978,G,Christine,134,57,"   57"
1978,G,Shona,133,58,"   58"
1978,G,Pamela,132,59,"   59="
1978,G,Samantha,132,59,"   59="
1978,G,Paula,131,61,"   61"
1978,G,Joanna,130,62,"   62"
1978,G,Debbie,125,63,"   63"
1978,G,Stacey,124,64,"   64"
1978,G,Hazel,118,65,"   65"
1978,G,Cheryl,116,66,"   66="
1978,G,Lindsay,116,66,"   66="
1978,G,Gail,115,68,"   68"
1978,G,Rachel,112,69,"   69"
1978,G,Marie,111,70,"   70"
1978,G,Ann,101,71,"   71="
1978,G,Catriona,101,71,"   71="
1978,G,Andrea,100,73,"   73="
1978,G,Ruth,100,73,"   73="
1978,G,Kathryn,99,75,"   75"
1978,G,Katrina,97,76,"   76"
1978,G,Mhairi,96,77,"   77="
1978,G,Wendy,96,77,"   77="
1978,G,Leigh,94,79,"   79"
1978,G,Gayle,93,80,"   80="
1978,G,Melanie,93,80,"   80="
1978,G,Sandra,92,82,"   82="
1978,G,Stephanie,92,82,"   82="
1978,G,Anna,88,84,"   84="
1978,G,Jillian,88,84,"   84="
1978,G,Amy,83,86,"   86"
1978,G,Carolyn,82,87,"   87="
1978,G,Patricia,82,87,"   87="
1978,G,Carrie,80,89,"   89="
1978,G,Natalie,80,89,"   89="
1978,G,Kathleen,78,91,"   91="
1978,G,Lyndsey,78,91,"   91="
1978,G,Ashley,70,93,"   93="
1978,G,Rebecca,70,93,"   93="
1978,G,Vicky,70,93,"   93="
1978,G,Christina,69,96,"   96="
1978,G,Lindsey,69,96,"   96="
1978,G,Katherine,67,98,"   98"
1978,G,Arlene,65,99,"   99="
1978,G,Sara,65,99,"   99="
1979,G,Laura,909,1,"    1"
1979,G,Claire,825,2,"    2"
1979,G,Nicola,713,3,"    3"
1979,G,Lisa,708,4,"    4"
1979,G,Louise,693,5,"    5"
1979,G,Michelle,633,6,"    6"
1979,G,Fiona,622,7,"    7"
1979,G,Karen,618,8,"    8"
1979,G,Gillian,563,9,"    9"
1979,G,Jennifer,562,10,"   10"
1979,G,Emma,485,11,"   11"
1979,G,Angela,466,12,"   12"
1979,G,Susan,456,13,"   13"
1979,G,Kelly,453,14,"   14"
1979,G,Julie,447,15,"   15"
1979,G,Donna,446,16,"   16"
1979,G,Sarah,435,17,"   17"
1979,G,Kirsty,429,18,"   18"
1979,G,Sharon,387,19,"   19"
1979,G,Joanne,369,20,"   20"
1979,G,Amanda,348,21,"   21"
1979,G,Tracy,334,22,"   22"
1979,G,Alison,327,23,"   23"
1979,G,Elizabeth,302,24,"   24"
1979,G,Caroline,300,25,"   25="
1979,G,Elaine,300,25,"   25="
1979,G,Jacqueline,298,27,"   27"
1979,G,Lynne,289,28,"   28"
1979,G,Leanne,287,29,"   29"
1979,G,Deborah,285,30,"   30"
1979,G,Lesley,256,31,"   31"
1979,G,Lorraine,252,32,"   32"
1979,G,Victoria,248,33,"   33"
1979,G,Lynn,243,34,"   34="
1979,G,Pamela,243,34,"   34="
1979,G,Kerry,239,36,"   36"
1979,G,Lynsey,236,37,"   37"
1979,G,Lorna,235,38,"   38"
1979,G,Carol,213,39,"   39="
1979,G,Margaret,213,39,"   39="
1979,G,Heather,211,41,"   41="
1979,G,Helen,211,41,"   41="
1979,G,Catherine,206,43,"   43"
1979,G,Suzanne,192,44,"   44"
1979,G,Tracey,189,45,"   45"
1979,G,Yvonne,185,46,"   46"
1979,G,Cheryl,180,47,"   47="
1979,G,Linda,180,47,"   47="
1979,G,Pauline,171,49,"   49"
1979,G,Debbie,166,50,"   50="
1979,G,Jane,166,50,"   50="
1979,G,Dawn,163,52,"   52"
1979,G,Clare,151,53,"   53="
1979,G,Lindsay,151,53,"   53="
1979,G,Mary,148,55,"   55="
1979,G,Shona,148,55,"   55="
1979,G,Anne,146,57,"   57"
1979,G,Rachel,145,58,"   58"
1979,G,Jill,136,59,"   59"
1979,G,Christine,132,60,"   60="
1979,G,Natalie,132,60,"   60="
1979,G,Samantha,131,62,"   62"
1979,G,Diane,130,63,"   63="
1979,G,Lee,130,63,"   63="
1979,G,Wendy,126,65,"   65"
1979,G,Joanna,125,66,"   66="
1979,G,Paula,125,66,"   66="
1979,G,Marie,124,68,"   68"
1979,G,Ann,121,69,"   69"
1979,G,Denise,118,70,"   70"
1979,G,Catriona,116,71,"   71"
1979,G,Gayle,114,72,"   72"
1979,G,Hazel,106,73,"   73="
1979,G,Kathleen,106,73,"   73="
1979,G,Stacey,105,75,"   75"
1979,G,Gail,104,76,"   76"
1979,G,Ashley,100,77,"   77"
1979,G,Andrea,99,78,"   78="
1979,G,Ruth,99,78,"   78="
1979,G,Anna,97,80,"   80="
1979,G,Jillian,97,80,"   80="
1979,G,Leigh,97,80,"   80="
1979,G,Katrina,94,83,"   83="
1979,G,Stephanie,94,83,"   83="
1979,G,Mhairi,92,85,"   85"
1979,G,Katherine,90,86,"   86"
1979,G,Sandra,88,87,"   87"
1979,G,Lyndsey,86,88,"   88"
1979,G,Christina,85,89,"   89="
1979,G,Lucy,85,89,"   89="
1979,G,Patricia,82,91,"   91"
1979,G,Carrie,81,92,"   92"
1979,G,Rebecca,79,93,"   93"
1979,G,Kathryn,77,94,"   94="
1979,G,Lyndsay,77,94,"   94="
1979,G,Melanie,76,96,"   96"
1979,G,Amy,75,97,"   97"
1979,G,Sara,73,98,"   98"
1979,G,Arlene,72,99,"   99="
1979,G,Kirsten,72,99,"   99="
1980,G,Laura,1023,1,"    1"
1980,G,Claire,852,2,"    2"
1980,G,Lisa,741,3,"    3"
1980,G,Nicola,737,4,"    4"
1980,G,Louise,707,5,"    5"
1980,G,Karen,653,6,"    6"
1980,G,Fiona,615,7,"    7"
1980,G,Jennifer,612,8,"    8"
1980,G,Michelle,609,9,"    9"
1980,G,Emma,548,10,"   10"
1980,G,Sarah,545,11,"   11"
1980,G,Gillian,531,12,"   12"
1980,G,Kelly,467,13,"   13"
1980,G,Susan,459,14,"   14"
1980,G,Angela,454,15,"   15"
1980,G,Donna,429,16,"   16"
1980,G,Kirsty,390,17,"   17"
1980,G,Julie,386,18,"   18"
1980,G,Pamela,376,19,"   19"
1980,G,Joanne,350,20,"   20"
1980,G,Caroline,339,21,"   21"
1980,G,Amanda,316,22,"   22"
1980,G,Tracy,310,23,"   23"
1980,G,Sharon,305,24,"   24"
1980,G,Lynne,298,25,"   25"
1980,G,Elaine,294,26,"   26"
1980,G,Deborah,293,27,"   27"
1980,G,Jacqueline,288,28,"   28"
1980,G,Alison,286,29,"   29"
1980,G,Lynsey,283,30,"   30"
1980,G,Victoria,280,31,"   31"
1980,G,Kerry,277,32,"   32"
1980,G,Leanne,273,33,"   33"
1980,G,Lorraine,258,34,"   34"
1980,G,Lesley,249,35,"   35"
1980,G,Elizabeth,247,36,"   36"
1980,G,Lorna,238,37,"   37"
1980,G,Catherine,224,38,"   38"
1980,G,Lynn,209,39,"   39"
1980,G,Suzanne,208,40,"   40"
1980,G,Heather,193,41,"   41"
1980,G,Helen,187,42,"   42="
1980,G,Lindsay,187,42,"   42="
1980,G,Margaret,187,42,"   42="
1980,G,Clare,185,45,"   45"
1980,G,Cheryl,182,46,"   46="
1980,G,Debbie,182,46,"   46="
1980,G,Pauline,175,48,"   48"
1980,G,Dawn,174,49,"   49"
1980,G,Carol,167,50,"   50"
1980,G,Mary,159,51,"   51"
1980,G,Natalie,156,52,"   52"
1980,G,Linda,154,53,"   53"
1980,G,Jane,151,54,"   54"
1980,G,Diane,150,55,"   55="
1980,G,Stacey,150,55,"   55="
1980,G,Carrie,149,57,"   57"
1980,G,Yvonne,144,58,"   58"
1980,G,Rebecca,143,59,"   59"
1980,G,Christine,142,60,"   60"
1980,G,Marie,138,61,"   61"
1980,G,Charlene,134,62,"   62"
1980,G,Rachel,133,63,"   63"
1980,G,Anne,131,64,"   64"
1980,G,Tracey,130,65,"   65"
1980,G,Jill,121,66,"   66="
1980,G,Samantha,121,66,"   66="
1980,G,Ashley,120,68,"   68"
1980,G,Paula,119,69,"   69"
1980,G,Joanna,118,70,"   70"
1980,G,Stephanie,112,71,"   71"
1980,G,Andrea,111,72,"   72="
1980,G,Shona,111,72,"   72="
1980,G,Denise,109,74,"   74"
1980,G,Anna,107,75,"   75="
1980,G,Hazel,107,75,"   75="
1980,G,Katrina,105,77,"   77"
1980,G,Ruth,102,78,"   78"
1980,G,Gayle,100,79,"   79"
1980,G,Lee,97,80,"   80="
1980,G,Sara,97,80,"   80="
1980,G,Catriona,96,82,"   82"
1980,G,Kathryn,94,83,"   83="
1980,G,Leigh,94,83,"   83="
1980,G,Mhairi,94,83,"   83="
1980,G,Wendy,93,86,"   86"
1980,G,Amy,92,87,"   87"
1980,G,Jillian,89,88,"   88"
1980,G,Katherine,88,89,"   89"
1980,G,Gail,87,90,"   90"
1980,G,Linsey,84,91,"   91"
1980,G,Christina,83,92,"   92"
1980,G,Lucy,82,93,"   93="
1980,G,Melanie,82,93,"   93="
1980,G,Sandra,79,95,"   95"
1980,G,Ann,78,96,"   96="
1980,G,Kathleen,78,96,"   96="
1980,G,Shelley,77,98,"   98"
1980,G,Kirsten,76,99,"   99"
1980,G,Kim,75,100,"  100="
1980,G,Lyndsey,75,100,"  100="
1981,G,Laura,1181,1,"    1"
1981,G,Claire,917,2,"    2"
1981,G,Lisa,844,3,"    3"
1981,G,Nicola,786,4,"    4"
1981,G,Emma,690,5,"    5"
1981,G,Louise,682,6,"    6"
1981,G,Jennifer,675,7,"    7"
1981,G,Michelle,666,8,"    8"
1981,G,Sarah,628,9,"    9"
1981,G,Fiona,591,10,"   10"
1981,G,Karen,561,11,"   11"
1981,G,Gillian,525,12,"   12"
1981,G,Kirsty,440,13,"   13"
1981,G,Donna,430,14,"   14"
1981,G,Kelly,413,15,"   15"
1981,G,Pamela,386,16,"   16"
1981,G,Susan,384,17,"   17"
1981,G,Julie,373,18,"   18"
1981,G,Angela,358,19,"   19"
1981,G,Amanda,339,20,"   20"
1981,G,Lynsey,322,21,"   21"
1981,G,Sharon,313,22,"   22"
1981,G,Lynne,296,23,"   23"
1981,G,Deborah,288,24,"   24"
1981,G,Joanne,285,25,"   25="
1981,G,Victoria,285,25,"   25="
1981,G,Caroline,276,27,"   27"
1981,G,Alison,265,28,"   28"
1981,G,Leanne,263,29,"   29"
1981,G,Gemma,259,30,"   30"
1981,G,Elaine,258,31,"   31"
1981,G,Jacqueline,256,32,"   32"
1981,G,Lesley,251,33,"   33"
1981,G,Elizabeth,250,34,"   34"
1981,G,Lorraine,229,35,"   35"
